ID,Ours,PDDL
937,to pass mustard_bottle 20 to experimenter_hand 30 \n,(:goal (and (passed mustard_bottle 20 experimenter_hand 30)))) \n
938,to pass mustard_bottle 19 to experimenter_hand 22 \n,(:goal (and (passed mustard_bottle 19 experimenter_hand 22)))) \n
939,to pass mustard_bottle 9 to experimenter_hand 30 \n,(:goal (and (passed mustard_bottle 9 experimenter_hand 30)))) \n
940,to pass mustard_bottle 19 to experimenter_hand 8 \n,(:goal (and (passed mustard_bottle 19 experimenter_hand 8)))) \n
941,to pass mustard_bottle 2 to experimenter_hand 29 \n,(:goal (and (passed mustard_bottle 2 experimenter_hand 29)))) \n
942,to pass mustard_bottle 26 to experimenter_hand 18 \n,(:goal (and (passed mustard_bottle 26 experimenter_hand 18)))) \n
943,to pass power_drill 20 to experimenter_hand 19 \n,(:goal (and (passed power_drill 20 experimenter_hand 19)))) \n
944,to pass power_drill 6 to experimenter_hand 11 \n,(:goal (and (passed power_drill 6 experimenter_hand 11)))) \n
945,to pass power_drill 7 to experimenter_hand 13 \n,(:goal (and (passed power_drill 7 experimenter_hand 13)))) \n
946,to pass power_drill 24 to experimenter_hand 28 \n,(:goal (and (passed power_drill 24 experimenter_hand 28)))) \n
947,to pass power_drill 31 to experimenter_hand 23 \n,(:goal (and (passed power_drill 31 experimenter_hand 23)))) \n
948,to pass power_drill 20 to experimenter_hand 18 \n,(:goal (and (passed power_drill 20 experimenter_hand 18)))) \n
949,to pass power_drill 18 to experimenter_hand 9 \n,(:goal (and (passed power_drill 18 experimenter_hand 9)))) \n
950,to pass power_drill 3 to experimenter_hand 23 \n,(:goal (and (passed power_drill 3 experimenter_hand 23)))) \n
951,to pass tomato_soup_can 11 to experimenter_hand 20 \n,(:goal (and (passed tomato_soup_can 11 experimenter_hand 20)))) \n
952,to pass tomato_soup_can 18 to experimenter_hand 8 \n,(:goal (and (passed tomato_soup_can 18 experimenter_hand 8)))) \n
953,to pass tomato_soup_can 26 to experimenter_hand 19 \n,(:goal (and (passed tomato_soup_can 26 experimenter_hand 19)))) \n
954,to pass tomato_soup_can 20 to experimenter_hand 4 \n,(:goal (and (passed tomato_soup_can 20 experimenter_hand 4)))) \n
955,to pass tomato_soup_can 13 to experimenter_hand 5 \n,(:goal (and (passed tomato_soup_can 13 experimenter_hand 5)))) \n
956,to pass tomato_soup_can 28 to experimenter_hand 27 \n,(:goal (and (passed tomato_soup_can 28 experimenter_hand 27)))) \n
957,to pass tomato_soup_can 1 to experimenter_hand 15 \n,(:goal (and (passed tomato_soup_can 1 experimenter_hand 15)))) \n
958,to pass tomato_soup_can 12 to experimenter_hand 23 \n,(:goal (and (passed tomato_soup_can 12 experimenter_hand 23)))) \n
959,to pass tomato_soup_can 16 to experimenter_hand 18 \n,(:goal (and (passed tomato_soup_can 16 experimenter_hand 18)))) \n
960,to pass wood_block 30 to experimenter_hand 17 \n,(:goal (and (passed wood_block 30 experimenter_hand 17)))) \n
961,to pass wood_block 5 to experimenter_hand 2 \n,(:goal (and (passed wood_block 5 experimenter_hand 2)))) \n
962,to pass wood_block 22 to experimenter_hand 3 \n,(:goal (and (passed wood_block 22 experimenter_hand 3)))) \n
963,to pass wood_block 11 to experimenter_hand 19 \n,(:goal (and (passed wood_block 11 experimenter_hand 19)))) \n
964,to pass wood_block 6 to experimenter_hand 25 \n,(:goal (and (passed wood_block 6 experimenter_hand 25)))) \n
965,to pass wood_block 10 to experimenter_hand 23 \n,(:goal (and (passed wood_block 10 experimenter_hand 23)))) \n
966,to pass wood_block 5 to experimenter_hand 31 \n,(:goal (and (passed wood_block 5 experimenter_hand 31)))) \n
967,to pass wood_block 15 to experimenter_hand 2 \n,(:goal (and (passed wood_block 15 experimenter_hand 2)))) \n
968,to pass wood_block 17 to experimenter_hand 3 \n,(:goal (and (passed wood_block 17 experimenter_hand 3)))) \n
969,to pass banana 10 to experimenter_hand 15 \n,(:goal (and (passed banana 10 experimenter_hand 15)))) \n
970,to pass banana 20 to experimenter_hand 28 \n,(:goal (and (passed banana 20 experimenter_hand 28)))) \n
971,to pass banana 25 to experimenter_hand 10 \n,(:goal (and (passed banana 25 experimenter_hand 10)))) \n
972,to pass banana 25 to experimenter_hand 20 \n,(:goal (and (passed banana 25 experimenter_hand 20)))) \n
973,to pass banana 7 to experimenter_hand 6 \n,(:goal (and (passed banana 7 experimenter_hand 6)))) \n
974,to pass banana 20 to experimenter_hand 6 \n,(:goal (and (passed banana 20 experimenter_hand 6)))) \n
975,to pass banana 2 to experimenter_hand 29 \n,(:goal (and (passed banana 2 experimenter_hand 29)))) \n
976,to pass banana 18 to experimenter_hand 5 \n,(:goal (and (passed banana 18 experimenter_hand 5)))) \n
977,to pass bowl 8 to experimenter_hand 22 \n,(:goal (and (passed bowl 8 experimenter_hand 22)))) \n
978,to pass bowl 3 to experimenter_hand 18 \n,(:goal (and (passed bowl 3 experimenter_hand 18)))) \n
979,to pass bowl 22 to experimenter_hand 4 \n,(:goal (and (passed bowl 22 experimenter_hand 4)))) \n
980,to pass bowl 10 to experimenter_hand 16 \n,(:goal (and (passed bowl 10 experimenter_hand 16)))) \n
981,to pass bowl 4 to experimenter_hand 12 \n,(:goal (and (passed bowl 4 experimenter_hand 12)))) \n
982,to pass bowl 25 to experimenter_hand 32 \n,(:goal (and (passed bowl 25 experimenter_hand 32)))) \n
983,to pass bowl 30 to experimenter_hand 13 \n,(:goal (and (passed bowl 30 experimenter_hand 13)))) \n
984,to pass bowl 4 to experimenter_hand 20 \n,(:goal (and (passed bowl 4 experimenter_hand 20)))) \n
985,to pass bowl 4 to experimenter_hand 2 \n,(:goal (and (passed bowl 4 experimenter_hand 2)))) \n
986,to pass bowl 30 to experimenter_hand 17 \n,(:goal (and (passed bowl 30 experimenter_hand 17)))) \n
987,to pass extra_large_clamp 13 to experimenter_hand 16 \n,(:goal (and (passed extra_large_clamp 13 experimenter_hand 16)))) \n
988,to pass extra_large_clamp 29 to experimenter_hand 2 \n,(:goal (and (passed extra_large_clamp 29 experimenter_hand 2)))) \n
989,to pass extra_large_clamp 12 to experimenter_hand 22 \n,(:goal (and (passed extra_large_clamp 12 experimenter_hand 22)))) \n
990,to pass extra_large_clamp 20 to experimenter_hand 7 \n,(:goal (and (passed extra_large_clamp 20 experimenter_hand 7)))) \n
991,to pass extra_large_clamp 27 to experimenter_hand 21 \n,(:goal (and (passed extra_large_clamp 27 experimenter_hand 21)))) \n
992,to pass extra_large_clamp 29 to experimenter_hand 23 \n,(:goal (and (passed extra_large_clamp 29 experimenter_hand 23)))) \n
993,to pass extra_large_clamp 7 to experimenter_hand 12 \n,(:goal (and (passed extra_large_clamp 7 experimenter_hand 12)))) \n
994,to pass extra_large_clamp 24 to experimenter_hand 11 \n,(:goal (and (passed extra_large_clamp 24 experimenter_hand 11)))) \n
995,to pass extra_large_clamp 13 to experimenter_hand 9 \n,(:goal (and (passed extra_large_clamp 13 experimenter_hand 9)))) \n
996,to pass extra_large_clamp 4 to experimenter_hand 19 \n,(:goal (and (passed extra_large_clamp 4 experimenter_hand 19)))) \n
997,to pass master_chef_can 4 to experimenter_hand 5 \n,(:goal (and (passed master_chef_can 4 experimenter_hand 5)))) \n
998,to pass master_chef_can 1 to experimenter_hand 16 \n,(:goal (and (passed master_chef_can 1 experimenter_hand 16)))) \n
999,to pass master_chef_can 14 to experimenter_hand 17 \n,(:goal (and (passed master_chef_can 14 experimenter_hand 17)))) \n
1000,to pass master_chef_can 7 to experimenter_hand 11 \n,(:goal (and (passed master_chef_can 7 experimenter_hand 11)))) \n
1001,to pass master_chef_can 18 to experimenter_hand 32 \n,(:goal (and (passed master_chef_can 18 experimenter_hand 32)))) \n
1002,to pass master_chef_can 31 to experimenter_hand 2 \n,(:goal (and (passed master_chef_can 31 experimenter_hand 2)))) \n
1003,to pass master_chef_can 30 to experimenter_hand 8 \n,(:goal (and (passed master_chef_can 30 experimenter_hand 8)))) \n
1004,to pass master_chef_can 19 to experimenter_hand 9 \n,(:goal (and (passed master_chef_can 19 experimenter_hand 9)))) \n
1005,to pass master_chef_can 28 to experimenter_hand 18 \n,(:goal (and (passed master_chef_can 28 experimenter_hand 18)))) \n
1006,to pass master_chef_can 8 to experimenter_hand 31 \n,(:goal (and (passed master_chef_can 8 experimenter_hand 31)))) \n
1007,to pass mustard_bottle 17 to experimenter_hand 8 \n,(:goal (and (passed mustard_bottle 17 experimenter_hand 8)))) \n
1008,to pass mustard_bottle 27 to experimenter_hand 25 \n,(:goal (and (passed mustard_bottle 27 experimenter_hand 25)))) \n
1009,to pass mustard_bottle 14 to experimenter_hand 12 \n,(:goal (and (passed mustard_bottle 14 experimenter_hand 12)))) \n
1010,to pass mustard_bottle 1 to experimenter_hand 5 \n,(:goal (and (passed mustard_bottle 1 experimenter_hand 5)))) \n
1011,to pass mustard_bottle 31 to experimenter_hand 4 \n,(:goal (and (passed mustard_bottle 31 experimenter_hand 4)))) \n
1012,to pass mustard_bottle 6 to experimenter_hand 2 \n,(:goal (and (passed mustard_bottle 6 experimenter_hand 2)))) \n
1013,to pass mustard_bottle 10 to experimenter_hand 18 \n,(:goal (and (passed mustard_bottle 10 experimenter_hand 18)))) \n
1014,to pass mustard_bottle 3 to experimenter_hand 21 \n,(:goal (and (passed mustard_bottle 3 experimenter_hand 21)))) \n
1015,to pass mustard_bottle 3 to experimenter_hand 16 \n,(:goal (and (passed mustard_bottle 3 experimenter_hand 16)))) \n
1016,to pass power_drill 16 to experimenter_hand 29 \n,(:goal (and (passed power_drill 16 experimenter_hand 29)))) \n
1017,to pass power_drill 5 to experimenter_hand 32 \n,(:goal (and (passed power_drill 5 experimenter_hand 32)))) \n
1018,to pass power_drill 5 to experimenter_hand 31 \n,(:goal (and (passed power_drill 5 experimenter_hand 31)))) \n
1019,to pass power_drill 18 to experimenter_hand 14 \n,(:goal (and (passed power_drill 18 experimenter_hand 14)))) \n
1020,to pass power_drill 15 to experimenter_hand 24 \n,(:goal (and (passed power_drill 15 experimenter_hand 24)))) \n
1021,to pass power_drill 2 to experimenter_hand 4 \n,(:goal (and (passed power_drill 2 experimenter_hand 4)))) \n
1022,to pass power_drill 8 to experimenter_hand 12 \n,(:goal (and (passed power_drill 8 experimenter_hand 12)))) \n
1023,to pass power_drill 15 to experimenter_hand 19 \n,(:goal (and (passed power_drill 15 experimenter_hand 19)))) \n
1024,to pass power_drill 22 to experimenter_hand 10 \n,(:goal (and (passed power_drill 22 experimenter_hand 10)))) \n
1025,to pass power_drill 29 to experimenter_hand 6 \n,(:goal (and (passed power_drill 29 experimenter_hand 6)))) \n
1026,to pass tomato_soup_can 17 to experimenter_hand 20 \n,(:goal (and (passed tomato_soup_can 17 experimenter_hand 20)))) \n
1027,to pass tomato_soup_can 6 to experimenter_hand 14 \n,(:goal (and (passed tomato_soup_can 6 experimenter_hand 14)))) \n
1028,to pass tomato_soup_can 8 to experimenter_hand 17 \n,(:goal (and (passed tomato_soup_can 8 experimenter_hand 17)))) \n
1029,to pass tomato_soup_can 17 to experimenter_hand 25 \n,(:goal (and (passed tomato_soup_can 17 experimenter_hand 25)))) \n
1030,to pass tomato_soup_can 26 to experimenter_hand 20 \n,(:goal (and (passed tomato_soup_can 26 experimenter_hand 20)))) \n
1031,to pass tomato_soup_can 14 to experimenter_hand 12 \n,(:goal (and (passed tomato_soup_can 14 experimenter_hand 12)))) \n
1032,to pass tomato_soup_can 24 to experimenter_hand 2 \n,(:goal (and (passed tomato_soup_can 24 experimenter_hand 2)))) \n
1033,to pass tomato_soup_can 31 to experimenter_hand 3 \n,(:goal (and (passed tomato_soup_can 31 experimenter_hand 3)))) \n
1034,to pass tomato_soup_can 27 to experimenter_hand 8 \n,(:goal (and (passed tomato_soup_can 27 experimenter_hand 8)))) \n
1035,to pass wood_block 25 to experimenter_hand 30 \n,(:goal (and (passed wood_block 25 experimenter_hand 30)))) \n
1036,to pass wood_block 1 to experimenter_hand 21 \n,(:goal (and (passed wood_block 1 experimenter_hand 21)))) \n
1037,to pass wood_block 20 to experimenter_hand 13 \n,(:goal (and (passed wood_block 20 experimenter_hand 13)))) \n
1038,to pass wood_block 1 to experimenter_hand 16 \n,(:goal (and (passed wood_block 1 experimenter_hand 16)))) \n
1039,to pass wood_block 27 to experimenter_hand 13 \n,(:goal (and (passed wood_block 27 experimenter_hand 13)))) \n
1040,to pass wood_block 31 to experimenter_hand 21 \n,(:goal (and (passed wood_block 31 experimenter_hand 21)))) \n
1041,to pass wood_block 28 to experimenter_hand 4 \n,(:goal (and (passed wood_block 28 experimenter_hand 4)))) \n
1042,to pass wood_block 20 to experimenter_hand 25 \n,(:goal (and (passed wood_block 20 experimenter_hand 25)))) \n
1043,to pass wood_block 9 to experimenter_hand 30 \n,(:goal (and (passed wood_block 9 experimenter_hand 30)))) \n
1044,to pass wood_block 16 to experimenter_hand 1 \n,(:goal (and (passed wood_block 16 experimenter_hand 1)))) \n
1045,to pass banana 17 to experimenter_hand 7 \n,(:goal (and (passed banana 17 experimenter_hand 7)))) \n
1046,to pass banana 26 to experimenter_hand 28 \n,(:goal (and (passed banana 26 experimenter_hand 28)))) \n
1047,to pass banana 19 to experimenter_hand 20 \n,(:goal (and (passed banana 19 experimenter_hand 20)))) \n
1048,to pass banana 18 to experimenter_hand 23 \n,(:goal (and (passed banana 18 experimenter_hand 23)))) \n
1049,to pass banana 3 to experimenter_hand 16 \n,(:goal (and (passed banana 3 experimenter_hand 16)))) \n
1050,to pass banana 18 to experimenter_hand 19 \n,(:goal (and (passed banana 18 experimenter_hand 19)))) \n
1051,to pass banana 3 to experimenter_hand 23 \n,(:goal (and (passed banana 3 experimenter_hand 23)))) \n
1052,to pass banana 4 to experimenter_hand 27 \n,(:goal (and (passed banana 4 experimenter_hand 27)))) \n
1053,to pass banana 9 to experimenter_hand 23 \n,(:goal (and (passed banana 9 experimenter_hand 23)))) \n
1054,to pass banana 23 to experimenter_hand 18 \n,(:goal (and (passed banana 23 experimenter_hand 18)))) \n
1055,to pass bowl 16 to experimenter_hand 30 \n,(:goal (and (passed bowl 16 experimenter_hand 30)))) \n
1056,to pass bowl 15 to experimenter_hand 11 \n,(:goal (and (passed bowl 15 experimenter_hand 11)))) \n
1057,to pass bowl 8 to experimenter_hand 10 \n,(:goal (and (passed bowl 8 experimenter_hand 10)))) \n
1058,to pass bowl 18 to experimenter_hand 10 \n,(:goal (and (passed bowl 18 experimenter_hand 10)))) \n
1059,to pass bowl 17 to experimenter_hand 24 \n,(:goal (and (passed bowl 17 experimenter_hand 24)))) \n
1060,to pass bowl 19 to experimenter_hand 26 \n,(:goal (and (passed bowl 19 experimenter_hand 26)))) \n
1061,to pass bowl 6 to experimenter_hand 17 \n,(:goal (and (passed bowl 6 experimenter_hand 17)))) \n
1062,to pass bowl 20 to experimenter_hand 11 \n,(:goal (and (passed bowl 20 experimenter_hand 11)))) \n
1063,to pass bowl 24 to experimenter_hand 9 \n,(:goal (and (passed bowl 24 experimenter_hand 9)))) \n
1064,to pass bowl 21 to experimenter_hand 27 \n,(:goal (and (passed bowl 21 experimenter_hand 27)))) \n
1065,to pass extra_large_clamp 4 to experimenter_hand 8 \n,(:goal (and (passed extra_large_clamp 4 experimenter_hand 8)))) \n
1066,to pass extra_large_clamp 15 to experimenter_hand 30 \n,(:goal (and (passed extra_large_clamp 15 experimenter_hand 30)))) \n
1067,to pass extra_large_clamp 1 to experimenter_hand 32 \n,(:goal (and (passed extra_large_clamp 1 experimenter_hand 32)))) \n
1068,to pass extra_large_clamp 15 to experimenter_hand 9 \n,(:goal (and (passed extra_large_clamp 15 experimenter_hand 9)))) \n
1069,to pass extra_large_clamp 12 to experimenter_hand 16 \n,(:goal (and (passed extra_large_clamp 12 experimenter_hand 16)))) \n
1070,to pass extra_large_clamp 7 to experimenter_hand 20 \n,(:goal (and (passed extra_large_clamp 7 experimenter_hand 20)))) \n
1071,to pass extra_large_clamp 11 to experimenter_hand 21 \n,(:goal (and (passed extra_large_clamp 11 experimenter_hand 21)))) \n
1072,to pass extra_large_clamp 32 to experimenter_hand 5 \n,(:goal (and (passed extra_large_clamp 32 experimenter_hand 5)))) \n
1073,to pass extra_large_clamp 30 to experimenter_hand 18 \n,(:goal (and (passed extra_large_clamp 30 experimenter_hand 18)))) \n
1074,to pass extra_large_clamp 1 to experimenter_hand 10 \n,(:goal (and (passed extra_large_clamp 1 experimenter_hand 10)))) \n
1075,to pass master_chef_can 3 to experimenter_hand 28 \n,(:goal (and (passed master_chef_can 3 experimenter_hand 28)))) \n
1076,to pass master_chef_can 23 to experimenter_hand 26 \n,(:goal (and (passed master_chef_can 23 experimenter_hand 26)))) \n
1077,to pass master_chef_can 8 to experimenter_hand 19 \n,(:goal (and (passed master_chef_can 8 experimenter_hand 19)))) \n
1078,to pass master_chef_can 24 to experimenter_hand 10 \n,(:goal (and (passed master_chef_can 24 experimenter_hand 10)))) \n
1079,to pass master_chef_can 2 to experimenter_hand 3 \n,(:goal (and (passed master_chef_can 2 experimenter_hand 3)))) \n
1080,to pass master_chef_can 29 to experimenter_hand 24 \n,(:goal (and (passed master_chef_can 29 experimenter_hand 24)))) \n
1081,to pass master_chef_can 13 to experimenter_hand 28 \n,(:goal (and (passed master_chef_can 13 experimenter_hand 28)))) \n
1082,to pass master_chef_can 27 to experimenter_hand 25 \n,(:goal (and (passed master_chef_can 27 experimenter_hand 25)))) \n
1083,to pass master_chef_can 13 to experimenter_hand 6 \n,(:goal (and (passed master_chef_can 13 experimenter_hand 6)))) \n
1084,to pass mustard_bottle 21 to experimenter_hand 25 \n,(:goal (and (passed mustard_bottle 21 experimenter_hand 25)))) \n
1085,to pass mustard_bottle 11 to experimenter_hand 7 \n,(:goal (and (passed mustard_bottle 11 experimenter_hand 7)))) \n
1086,to pass mustard_bottle 23 to experimenter_hand 10 \n,(:goal (and (passed mustard_bottle 23 experimenter_hand 10)))) \n
1087,to pass mustard_bottle 11 to experimenter_hand 16 \n,(:goal (and (passed mustard_bottle 11 experimenter_hand 16)))) \n
1088,to pass mustard_bottle 17 to experimenter_hand 19 \n,(:goal (and (passed mustard_bottle 17 experimenter_hand 19)))) \n
1089,to pass mustard_bottle 18 to experimenter_hand 10 \n,(:goal (and (passed mustard_bottle 18 experimenter_hand 10)))) \n
1090,to pass mustard_bottle 9 to experimenter_hand 23 \n,(:goal (and (passed mustard_bottle 9 experimenter_hand 23)))) \n
1091,to pass mustard_bottle 19 to experimenter_hand 28 \n,(:goal (and (passed mustard_bottle 19 experimenter_hand 28)))) \n
1092,to pass power_drill 23 to experimenter_hand 26 \n,(:goal (and (passed power_drill 23 experimenter_hand 26)))) \n
1093,to pass power_drill 30 to experimenter_hand 28 \n,(:goal (and (passed power_drill 30 experimenter_hand 28)))) \n
1094,to pass power_drill 26 to experimenter_hand 15 \n,(:goal (and (passed power_drill 26 experimenter_hand 15)))) \n
1095,to pass power_drill 2 to experimenter_hand 16 \n,(:goal (and (passed power_drill 2 experimenter_hand 16)))) \n
1096,to pass power_drill 16 to experimenter_hand 31 \n,(:goal (and (passed power_drill 16 experimenter_hand 31)))) \n
1097,to pass power_drill 21 to experimenter_hand 32 \n,(:goal (and (passed power_drill 21 experimenter_hand 32)))) \n
1098,to pass power_drill 16 to experimenter_hand 14 \n,(:goal (and (passed power_drill 16 experimenter_hand 14)))) \n
1099,to pass power_drill 11 to experimenter_hand 6 \n,(:goal (and (passed power_drill 11 experimenter_hand 6)))) \n
1100,to pass power_drill 6 to experimenter_hand 30 \n,(:goal (and (passed power_drill 6 experimenter_hand 30)))) \n
1101,to pass tomato_soup_can 6 to experimenter_hand 13 \n,(:goal (and (passed tomato_soup_can 6 experimenter_hand 13)))) \n
1102,to pass tomato_soup_can 28 to experimenter_hand 10 \n,(:goal (and (passed tomato_soup_can 28 experimenter_hand 10)))) \n
1103,to pass tomato_soup_can 3 to experimenter_hand 10 \n,(:goal (and (passed tomato_soup_can 3 experimenter_hand 10)))) \n
1104,to pass tomato_soup_can 2 to experimenter_hand 19 \n,(:goal (and (passed tomato_soup_can 2 experimenter_hand 19)))) \n
1105,to pass tomato_soup_can 11 to experimenter_hand 4 \n,(:goal (and (passed tomato_soup_can 11 experimenter_hand 4)))) \n
1106,to pass tomato_soup_can 30 to experimenter_hand 14 \n,(:goal (and (passed tomato_soup_can 30 experimenter_hand 14)))) \n
1107,to pass tomato_soup_can 30 to experimenter_hand 10 \n,(:goal (and (passed tomato_soup_can 30 experimenter_hand 10)))) \n
1108,to pass tomato_soup_can 8 to experimenter_hand 6 \n,(:goal (and (passed tomato_soup_can 8 experimenter_hand 6)))) \n
1109,to pass tomato_soup_can 31 to experimenter_hand 6 \n,(:goal (and (passed tomato_soup_can 31 experimenter_hand 6)))) \n
1110,to pass wood_block 32 to experimenter_hand 13 \n,(:goal (and (passed wood_block 32 experimenter_hand 13)))) \n
1111,to pass wood_block 13 to experimenter_hand 19 \n,(:goal (and (passed wood_block 13 experimenter_hand 19)))) \n
1112,to pass wood_block 21 to experimenter_hand 25 \n,(:goal (and (passed wood_block 21 experimenter_hand 25)))) \n
1113,to pass wood_block 3 to experimenter_hand 9 \n,(:goal (and (passed wood_block 3 experimenter_hand 9)))) \n
1114,to pass wood_block 5 to experimenter_hand 11 \n,(:goal (and (passed wood_block 5 experimenter_hand 11)))) \n
1115,to pass wood_block 28 to experimenter_hand 25 \n,(:goal (and (passed wood_block 28 experimenter_hand 25)))) \n
1116,to pass wood_block 19 to experimenter_hand 10 \n,(:goal (and (passed wood_block 19 experimenter_hand 10)))) \n
1117,to pass wood_block 32 to experimenter_hand 6 \n,(:goal (and (passed wood_block 32 experimenter_hand 6)))) \n
