ID,Ours,PDDL
263,to pass banana 10 to experimenter_hand 26 \n,(:goal (and (passed banana 10 experimenter_hand 26)))) \n
264,to pass banana 10 to experimenter_hand 29 \n,(:goal (and (passed banana 10 experimenter_hand 29)))) \n
265,to pass banana 10 to experimenter_hand 30 \n,(:goal (and (passed banana 10 experimenter_hand 30)))) \n
266,to pass banana 10 to experimenter_hand 31 \n,(:goal (and (passed banana 10 experimenter_hand 31)))) \n
267,to pass banana 10 to experimenter_hand 32 \n,(:goal (and (passed banana 10 experimenter_hand 32)))) \n
268,to pass banana 11 to experimenter_hand 1 \n,(:goal (and (passed banana 11 experimenter_hand 1)))) \n
269,to pass banana 11 to experimenter_hand 2 \n,(:goal (and (passed banana 11 experimenter_hand 2)))) \n
270,to pass banana 11 to experimenter_hand 3 \n,(:goal (and (passed banana 11 experimenter_hand 3)))) \n
271,to pass banana 11 to experimenter_hand 4 \n,(:goal (and (passed banana 11 experimenter_hand 4)))) \n
272,to pass banana 11 to experimenter_hand 5 \n,(:goal (and (passed banana 11 experimenter_hand 5)))) \n
273,to pass banana 11 to experimenter_hand 6 \n,(:goal (and (passed banana 11 experimenter_hand 6)))) \n
274,to pass banana 11 to experimenter_hand 7 \n,(:goal (and (passed banana 11 experimenter_hand 7)))) \n
275,to pass banana 11 to experimenter_hand 8 \n,(:goal (and (passed banana 11 experimenter_hand 8)))) \n
276,to pass banana 11 to experimenter_hand 9 \n,(:goal (and (passed banana 11 experimenter_hand 9)))) \n
277,to pass banana 11 to experimenter_hand 10 \n,(:goal (and (passed banana 11 experimenter_hand 10)))) \n
278,to pass banana 11 to experimenter_hand 12 \n,(:goal (and (passed banana 11 experimenter_hand 12)))) \n
279,to pass banana 11 to experimenter_hand 13 \n,(:goal (and (passed banana 11 experimenter_hand 13)))) \n
280,to pass banana 11 to experimenter_hand 14 \n,(:goal (and (passed banana 11 experimenter_hand 14)))) \n
281,to pass banana 11 to experimenter_hand 16 \n,(:goal (and (passed banana 11 experimenter_hand 16)))) \n
282,to pass banana 11 to experimenter_hand 17 \n,(:goal (and (passed banana 11 experimenter_hand 17)))) \n
283,to pass banana 11 to experimenter_hand 18 \n,(:goal (and (passed banana 11 experimenter_hand 18)))) \n
284,to pass banana 11 to experimenter_hand 19 \n,(:goal (and (passed banana 11 experimenter_hand 19)))) \n
285,to pass banana 11 to experimenter_hand 20 \n,(:goal (and (passed banana 11 experimenter_hand 20)))) \n
286,to pass banana 11 to experimenter_hand 22 \n,(:goal (and (passed banana 11 experimenter_hand 22)))) \n
287,to pass banana 11 to experimenter_hand 23 \n,(:goal (and (passed banana 11 experimenter_hand 23)))) \n
288,to pass banana 11 to experimenter_hand 24 \n,(:goal (and (passed banana 11 experimenter_hand 24)))) \n
289,to pass banana 11 to experimenter_hand 25 \n,(:goal (and (passed banana 11 experimenter_hand 25)))) \n
290,to pass banana 11 to experimenter_hand 26 \n,(:goal (and (passed banana 11 experimenter_hand 26)))) \n
291,to pass banana 11 to experimenter_hand 27 \n,(:goal (and (passed banana 11 experimenter_hand 27)))) \n
292,to pass banana 11 to experimenter_hand 28 \n,(:goal (and (passed banana 11 experimenter_hand 28)))) \n
293,to pass banana 11 to experimenter_hand 31 \n,(:goal (and (passed banana 11 experimenter_hand 31)))) \n
294,to pass banana 11 to experimenter_hand 32 \n,(:goal (and (passed banana 11 experimenter_hand 32)))) \n
295,to pass banana 12 to experimenter_hand 2 \n,(:goal (and (passed banana 12 experimenter_hand 2)))) \n
296,to pass banana 12 to experimenter_hand 3 \n,(:goal (and (passed banana 12 experimenter_hand 3)))) \n
297,to pass banana 12 to experimenter_hand 4 \n,(:goal (and (passed banana 12 experimenter_hand 4)))) \n
298,to pass banana 12 to experimenter_hand 6 \n,(:goal (and (passed banana 12 experimenter_hand 6)))) \n
299,to pass banana 12 to experimenter_hand 9 \n,(:goal (and (passed banana 12 experimenter_hand 9)))) \n
300,to pass banana 12 to experimenter_hand 10 \n,(:goal (and (passed banana 12 experimenter_hand 10)))) \n
301,to pass banana 12 to experimenter_hand 11 \n,(:goal (and (passed banana 12 experimenter_hand 11)))) \n
302,to pass banana 12 to experimenter_hand 13 \n,(:goal (and (passed banana 12 experimenter_hand 13)))) \n
303,to pass banana 12 to experimenter_hand 14 \n,(:goal (and (passed banana 12 experimenter_hand 14)))) \n
304,to pass banana 12 to experimenter_hand 15 \n,(:goal (and (passed banana 12 experimenter_hand 15)))) \n
305,to pass banana 12 to experimenter_hand 16 \n,(:goal (and (passed banana 12 experimenter_hand 16)))) \n
306,to pass banana 12 to experimenter_hand 17 \n,(:goal (and (passed banana 12 experimenter_hand 17)))) \n
307,to pass banana 12 to experimenter_hand 18 \n,(:goal (and (passed banana 12 experimenter_hand 18)))) \n
308,to pass banana 12 to experimenter_hand 19 \n,(:goal (and (passed banana 12 experimenter_hand 19)))) \n
309,to pass banana 12 to experimenter_hand 21 \n,(:goal (and (passed banana 12 experimenter_hand 21)))) \n
310,to pass banana 12 to experimenter_hand 22 \n,(:goal (and (passed banana 12 experimenter_hand 22)))) \n
311,to pass banana 12 to experimenter_hand 23 \n,(:goal (and (passed banana 12 experimenter_hand 23)))) \n
312,to pass banana 12 to experimenter_hand 24 \n,(:goal (and (passed banana 12 experimenter_hand 24)))) \n
313,to pass banana 12 to experimenter_hand 25 \n,(:goal (and (passed banana 12 experimenter_hand 25)))) \n
314,to pass banana 12 to experimenter_hand 27 \n,(:goal (and (passed banana 12 experimenter_hand 27)))) \n
315,to pass banana 12 to experimenter_hand 29 \n,(:goal (and (passed banana 12 experimenter_hand 29)))) \n
316,to pass banana 12 to experimenter_hand 30 \n,(:goal (and (passed banana 12 experimenter_hand 30)))) \n
317,to pass banana 12 to experimenter_hand 32 \n,(:goal (and (passed banana 12 experimenter_hand 32)))) \n
318,to pass banana 13 to experimenter_hand 1 \n,(:goal (and (passed banana 13 experimenter_hand 1)))) \n
319,to pass banana 13 to experimenter_hand 2 \n,(:goal (and (passed banana 13 experimenter_hand 2)))) \n
320,to pass banana 13 to experimenter_hand 4 \n,(:goal (and (passed banana 13 experimenter_hand 4)))) \n
321,to pass banana 13 to experimenter_hand 5 \n,(:goal (and (passed banana 13 experimenter_hand 5)))) \n
322,to pass banana 13 to experimenter_hand 6 \n,(:goal (and (passed banana 13 experimenter_hand 6)))) \n
323,to pass banana 13 to experimenter_hand 7 \n,(:goal (and (passed banana 13 experimenter_hand 7)))) \n
324,to pass banana 13 to experimenter_hand 9 \n,(:goal (and (passed banana 13 experimenter_hand 9)))) \n
325,to pass banana 13 to experimenter_hand 10 \n,(:goal (and (passed banana 13 experimenter_hand 10)))) \n
326,to pass banana 13 to experimenter_hand 12 \n,(:goal (and (passed banana 13 experimenter_hand 12)))) \n
327,to pass banana 13 to experimenter_hand 14 \n,(:goal (and (passed banana 13 experimenter_hand 14)))) \n
328,to pass banana 13 to experimenter_hand 15 \n,(:goal (and (passed banana 13 experimenter_hand 15)))) \n
329,to pass banana 13 to experimenter_hand 16 \n,(:goal (and (passed banana 13 experimenter_hand 16)))) \n
330,to pass banana 13 to experimenter_hand 17 \n,(:goal (and (passed banana 13 experimenter_hand 17)))) \n
331,to pass banana 13 to experimenter_hand 18 \n,(:goal (and (passed banana 13 experimenter_hand 18)))) \n
332,to pass banana 13 to experimenter_hand 19 \n,(:goal (and (passed banana 13 experimenter_hand 19)))) \n
333,to pass banana 13 to experimenter_hand 20 \n,(:goal (and (passed banana 13 experimenter_hand 20)))) \n
334,to pass banana 13 to experimenter_hand 21 \n,(:goal (and (passed banana 13 experimenter_hand 21)))) \n
335,to pass banana 13 to experimenter_hand 22 \n,(:goal (and (passed banana 13 experimenter_hand 22)))) \n
336,to pass banana 13 to experimenter_hand 24 \n,(:goal (and (passed banana 13 experimenter_hand 24)))) \n
337,to pass banana 13 to experimenter_hand 25 \n,(:goal (and (passed banana 13 experimenter_hand 25)))) \n
338,to pass banana 13 to experimenter_hand 26 \n,(:goal (and (passed banana 13 experimenter_hand 26)))) \n
339,to pass banana 13 to experimenter_hand 27 \n,(:goal (and (passed banana 13 experimenter_hand 27)))) \n
340,to pass banana 13 to experimenter_hand 28 \n,(:goal (and (passed banana 13 experimenter_hand 28)))) \n
341,to pass banana 13 to experimenter_hand 29 \n,(:goal (and (passed banana 13 experimenter_hand 29)))) \n
342,to pass banana 13 to experimenter_hand 30 \n,(:goal (and (passed banana 13 experimenter_hand 30)))) \n
343,to pass banana 13 to experimenter_hand 31 \n,(:goal (and (passed banana 13 experimenter_hand 31)))) \n
344,to pass banana 13 to experimenter_hand 32 \n,(:goal (and (passed banana 13 experimenter_hand 32)))) \n
345,to pass banana 14 to experimenter_hand 1 \n,(:goal (and (passed banana 14 experimenter_hand 1)))) \n
346,to pass banana 14 to experimenter_hand 2 \n,(:goal (and (passed banana 14 experimenter_hand 2)))) \n
347,to pass banana 14 to experimenter_hand 3 \n,(:goal (and (passed banana 14 experimenter_hand 3)))) \n
348,to pass banana 14 to experimenter_hand 4 \n,(:goal (and (passed banana 14 experimenter_hand 4)))) \n
349,to pass banana 14 to experimenter_hand 5 \n,(:goal (and (passed banana 14 experimenter_hand 5)))) \n
350,to pass banana 14 to experimenter_hand 7 \n,(:goal (and (passed banana 14 experimenter_hand 7)))) \n
351,to pass banana 14 to experimenter_hand 8 \n,(:goal (and (passed banana 14 experimenter_hand 8)))) \n
352,to pass banana 14 to experimenter_hand 9 \n,(:goal (and (passed banana 14 experimenter_hand 9)))) \n
353,to pass banana 14 to experimenter_hand 10 \n,(:goal (and (passed banana 14 experimenter_hand 10)))) \n
354,to pass banana 14 to experimenter_hand 11 \n,(:goal (and (passed banana 14 experimenter_hand 11)))) \n
355,to pass banana 14 to experimenter_hand 12 \n,(:goal (and (passed banana 14 experimenter_hand 12)))) \n
356,to pass banana 14 to experimenter_hand 13 \n,(:goal (and (passed banana 14 experimenter_hand 13)))) \n
357,to pass banana 14 to experimenter_hand 15 \n,(:goal (and (passed banana 14 experimenter_hand 15)))) \n
358,to pass banana 14 to experimenter_hand 16 \n,(:goal (and (passed banana 14 experimenter_hand 16)))) \n
359,to pass banana 14 to experimenter_hand 17 \n,(:goal (and (passed banana 14 experimenter_hand 17)))) \n
360,to pass banana 14 to experimenter_hand 18 \n,(:goal (and (passed banana 14 experimenter_hand 18)))) \n
361,to pass banana 14 to experimenter_hand 19 \n,(:goal (and (passed banana 14 experimenter_hand 19)))) \n
362,to pass banana 14 to experimenter_hand 20 \n,(:goal (and (passed banana 14 experimenter_hand 20)))) \n
363,to pass banana 14 to experimenter_hand 21 \n,(:goal (and (passed banana 14 experimenter_hand 21)))) \n
364,to pass banana 14 to experimenter_hand 22 \n,(:goal (and (passed banana 14 experimenter_hand 22)))) \n
365,to pass banana 14 to experimenter_hand 23 \n,(:goal (and (passed banana 14 experimenter_hand 23)))) \n
366,to pass banana 14 to experimenter_hand 24 \n,(:goal (and (passed banana 14 experimenter_hand 24)))) \n
367,to pass banana 14 to experimenter_hand 25 \n,(:goal (and (passed banana 14 experimenter_hand 25)))) \n
368,to pass banana 14 to experimenter_hand 26 \n,(:goal (and (passed banana 14 experimenter_hand 26)))) \n
369,to pass banana 14 to experimenter_hand 27 \n,(:goal (and (passed banana 14 experimenter_hand 27)))) \n
370,to pass banana 14 to experimenter_hand 28 \n,(:goal (and (passed banana 14 experimenter_hand 28)))) \n
371,to pass banana 14 to experimenter_hand 29 \n,(:goal (and (passed banana 14 experimenter_hand 29)))) \n
372,to pass banana 14 to experimenter_hand 30 \n,(:goal (and (passed banana 14 experimenter_hand 30)))) \n
373,to pass banana 14 to experimenter_hand 31 \n,(:goal (and (passed banana 14 experimenter_hand 31)))) \n
374,to pass banana 15 to experimenter_hand 1 \n,(:goal (and (passed banana 15 experimenter_hand 1)))) \n
375,to pass banana 15 to experimenter_hand 2 \n,(:goal (and (passed banana 15 experimenter_hand 2)))) \n
376,to pass banana 15 to experimenter_hand 3 \n,(:goal (and (passed banana 15 experimenter_hand 3)))) \n
377,to pass banana 15 to experimenter_hand 4 \n,(:goal (and (passed banana 15 experimenter_hand 4)))) \n
378,to pass banana 15 to experimenter_hand 5 \n,(:goal (and (passed banana 15 experimenter_hand 5)))) \n
379,to pass banana 15 to experimenter_hand 6 \n,(:goal (and (passed banana 15 experimenter_hand 6)))) \n
380,to pass banana 15 to experimenter_hand 7 \n,(:goal (and (passed banana 15 experimenter_hand 7)))) \n
381,to pass banana 15 to experimenter_hand 8 \n,(:goal (and (passed banana 15 experimenter_hand 8)))) \n
382,to pass banana 15 to experimenter_hand 9 \n,(:goal (and (passed banana 15 experimenter_hand 9)))) \n
383,to pass banana 15 to experimenter_hand 12 \n,(:goal (and (passed banana 15 experimenter_hand 12)))) \n
384,to pass banana 15 to experimenter_hand 14 \n,(:goal (and (passed banana 15 experimenter_hand 14)))) \n
385,to pass banana 15 to experimenter_hand 16 \n,(:goal (and (passed banana 15 experimenter_hand 16)))) \n
386,to pass banana 15 to experimenter_hand 17 \n,(:goal (and (passed banana 15 experimenter_hand 17)))) \n
387,to pass banana 15 to experimenter_hand 18 \n,(:goal (and (passed banana 15 experimenter_hand 18)))) \n
388,to pass banana 15 to experimenter_hand 19 \n,(:goal (and (passed banana 15 experimenter_hand 19)))) \n
389,to pass banana 15 to experimenter_hand 20 \n,(:goal (and (passed banana 15 experimenter_hand 20)))) \n
390,to pass banana 15 to experimenter_hand 21 \n,(:goal (and (passed banana 15 experimenter_hand 21)))) \n
391,to pass banana 15 to experimenter_hand 22 \n,(:goal (and (passed banana 15 experimenter_hand 22)))) \n
392,to pass banana 15 to experimenter_hand 23 \n,(:goal (and (passed banana 15 experimenter_hand 23)))) \n
393,to pass banana 15 to experimenter_hand 24 \n,(:goal (and (passed banana 15 experimenter_hand 24)))) \n
394,to pass banana 15 to experimenter_hand 25 \n,(:goal (and (passed banana 15 experimenter_hand 25)))) \n
395,to pass banana 15 to experimenter_hand 26 \n,(:goal (and (passed banana 15 experimenter_hand 26)))) \n
396,to pass banana 15 to experimenter_hand 27 \n,(:goal (and (passed banana 15 experimenter_hand 27)))) \n
397,to pass banana 15 to experimenter_hand 28 \n,(:goal (and (passed banana 15 experimenter_hand 28)))) \n
398,to pass banana 15 to experimenter_hand 29 \n,(:goal (and (passed banana 15 experimenter_hand 29)))) \n
399,to pass banana 15 to experimenter_hand 30 \n,(:goal (and (passed banana 15 experimenter_hand 30)))) \n
400,to pass banana 15 to experimenter_hand 31 \n,(:goal (and (passed banana 15 experimenter_hand 31)))) \n
401,to pass banana 15 to experimenter_hand 32 \n,(:goal (and (passed banana 15 experimenter_hand 32)))) \n
402,to pass banana 16 to experimenter_hand 1 \n,(:goal (and (passed banana 16 experimenter_hand 1)))) \n
403,to pass banana 16 to experimenter_hand 2 \n,(:goal (and (passed banana 16 experimenter_hand 2)))) \n
404,to pass banana 16 to experimenter_hand 3 \n,(:goal (and (passed banana 16 experimenter_hand 3)))) \n
405,to pass banana 16 to experimenter_hand 4 \n,(:goal (and (passed banana 16 experimenter_hand 4)))) \n
406,to pass banana 16 to experimenter_hand 6 \n,(:goal (and (passed banana 16 experimenter_hand 6)))) \n
407,to pass banana 16 to experimenter_hand 7 \n,(:goal (and (passed banana 16 experimenter_hand 7)))) \n
408,to pass banana 16 to experimenter_hand 8 \n,(:goal (and (passed banana 16 experimenter_hand 8)))) \n
409,to pass banana 16 to experimenter_hand 9 \n,(:goal (and (passed banana 16 experimenter_hand 9)))) \n
410,to pass banana 16 to experimenter_hand 10 \n,(:goal (and (passed banana 16 experimenter_hand 10)))) \n
411,to pass banana 16 to experimenter_hand 11 \n,(:goal (and (passed banana 16 experimenter_hand 11)))) \n
412,to pass banana 16 to experimenter_hand 12 \n,(:goal (and (passed banana 16 experimenter_hand 12)))) \n
413,to pass banana 16 to experimenter_hand 13 \n,(:goal (and (passed banana 16 experimenter_hand 13)))) \n
414,to pass banana 16 to experimenter_hand 15 \n,(:goal (and (passed banana 16 experimenter_hand 15)))) \n
415,to pass banana 16 to experimenter_hand 17 \n,(:goal (and (passed banana 16 experimenter_hand 17)))) \n
416,to pass banana 16 to experimenter_hand 18 \n,(:goal (and (passed banana 16 experimenter_hand 18)))) \n
417,to pass banana 16 to experimenter_hand 20 \n,(:goal (and (passed banana 16 experimenter_hand 20)))) \n
418,to pass banana 16 to experimenter_hand 21 \n,(:goal (and (passed banana 16 experimenter_hand 21)))) \n
419,to pass banana 16 to experimenter_hand 22 \n,(:goal (and (passed banana 16 experimenter_hand 22)))) \n
420,to pass banana 16 to experimenter_hand 23 \n,(:goal (and (passed banana 16 experimenter_hand 23)))) \n
421,to pass banana 16 to experimenter_hand 24 \n,(:goal (and (passed banana 16 experimenter_hand 24)))) \n
422,to pass banana 16 to experimenter_hand 25 \n,(:goal (and (passed banana 16 experimenter_hand 25)))) \n
423,to pass banana 16 to experimenter_hand 26 \n,(:goal (and (passed banana 16 experimenter_hand 26)))) \n
424,to pass banana 16 to experimenter_hand 27 \n,(:goal (and (passed banana 16 experimenter_hand 27)))) \n
425,to pass banana 16 to experimenter_hand 28 \n,(:goal (and (passed banana 16 experimenter_hand 28)))) \n
426,to pass banana 16 to experimenter_hand 29 \n,(:goal (and (passed banana 16 experimenter_hand 29)))) \n
427,to pass banana 16 to experimenter_hand 30 \n,(:goal (and (passed banana 16 experimenter_hand 30)))) \n
428,to pass banana 16 to experimenter_hand 32 \n,(:goal (and (passed banana 16 experimenter_hand 32)))) \n
